,Name,Party,Position,Score,State,Tenure,YOB
1163,"Murkowski, Frank Hughes",R,Sen,-247171500000.0,AK,3,1933
1164,"Murray, Patty",D,Sen,-2591935500000.0,WA,11,1950
1165,"Nickles, Donald Lee",R,Sen,-286063500000.0,OK,4,1948
1166,"Reed, John F. (Jack)",D,Sen,-2571028000000.0,RI,11,1949
1167,"Reid, Harry",D,Sen,-2567264000000.0,NV,10,1939
1168,"Robb, Charles Spittal",D,Sen,-131347000000.0,VA,2,1939
1169,"Roberts, Charles Patrick (Pat)",R,Sen,-2523294500000.0,KS,11,1936
1170,"Rockefeller, John Davison IV (Jay)",D,Sen,-2602185500000.0,WV,9,1937
1171,"Roth, William Victor, Jr.",R,Sen,-131382000000.0,DE,2,1921
1172,"Santorum, Richard John (Rick)",R,Sen,-1153319500000.0,PA,5,1958
1173,"Sarbanes, Paul Spyros",D,Sen,-987937500000.0,MD,5,1933
1174,"Sessions, Jefferson Beauregard, III (Jeff)",R,Sen,-2334082500000.0,AL,11,1946
1175,"Shelby, Richard C.",R,Sen,-2248420000000.0,AL,11,1934
1176,"Smith, Gordon Harold",R,Sen,-2317011500000.0,OR,6,1952
1177,"Smith, Robert C.",R,Sen,-237534500000.0,NH,3,1941
1178,"Snowe, Olympia Jean",R,Sen,-2669601000000.0,ME,8,1947
1179,"Specter, Arlen",R,Sen,-2607952500000.0,PA,7,1930
1180,"Stevens, Theodore Fulton (Ted)",R,Sen,-2316919500000.0,AK,6,1923
1181,"Thomas, Craig Lyle",R,Sen,-1026554500000.0,WY,6,1933
1182,"Thompson, Fred Dalton",R,Sen,-251676500000.0,TN,3,1942
1183,"Thurmond, James Strom",R,Sen,-233674500000.0,SC,3,1902
1184,"Torricelli, Robert Guy",D,Sen,-328241500000.0,NJ,3,1951
1185,"Warner, John William",R,Sen,-1514938500000.0,VA,6,1927
1186,"Wellstone, Paul David",D,Sen,-164448500000.0,MN,3,1944
1187,"Wyden, Ronald Lee",D,Sen,-2590490500000.0,OR,11,1949
1188,"Bayh, Evan",D,Sen,-2438044000000.0,IN,6,1955
1189,"Bunning, James Paul David",R,Sen,-1465983500000.0,KY,6,1931
1190,"Chafee, Lincoln Davenport",R,Sen,-886605500000.0,RI,4,1953
1191,"Crapo, Michael Dean",R,Sen,-1280004500000.0,ID,10,1951
1192,"Edwards, John",D,Sen,-280033500000.0,NC,3,1953
1193,"Fitzgerald, Peter G.",R,Sen,-379086500000.0,IL,3,1960
1194,"Lincoln, Blanche Lambert",D,Sen,-2585820500000.0,AR,6,1960
1195,"Miller, Zell Bryan",D,Sen,-259479500000.0,GA,3,1932
1196,"Schumer, Charles Ellis (Chuck)",D,Sen,-2707430500000.0,NY,10,1950
1197,"Voinovich, George Victor",R,Sen,-2236913000000.0,OH,6,1936
1198,"Allen, George",R,Sen,-1115379500000.0,VA,3,1952
1199,"Barkley, Dean",D,Sen,0.0,MN,1,1950
1200,"Cantwell, Maria E.",D,Sen,-2598624000000.0,WA,9,1958
1201,"Carnahan, Jean",D,Sen,-196894500000.0,MO,1,1933
1202,"Carper, Thomas Richard",D,Sen,-2598728000000.0,DE,9,1947
1203,"Clinton, Hillary Rodham",D,Sen,-1017125000000.0,NY,5,1947
1204,"Cornyn, John",R,Sen,-1556835000000.0,TX,9,1952
1205,"Corzine, Jon Stevens",D,Sen,-556022500000.0,NJ,3,1947
1206,"Dayton, Mark",D,Sen,-1016153000000.0,MN,3,1947
1207,"Ensign, John Eric",R,Sen,-1985826500000.0,NV,6,1958
1208,"Murkowski, Lisa",R,Sen,-2350050500000.0,AK,9,1957
1209,"Nelson, Clarence William (Bill)",D,Sen,-2507464500000.0,FL,9,1942
1210,"Nelson, Earl Benjamin (Ben)",D,Sen,-2311486000000.0,NE,6,1941
1211,"Stabenow, Deborah Ann",D,Sen,-2553082500000.0,MI,9,1950
1212,"Talent, James Matthes",R,Sen,-906185000000.0,MO,3,1956
1213,"Alexander, Lamar",R,Sen,-2482254000000.0,TN,8,1940
1214,"Chambliss, Saxby",R,Sen,-2173988000000.0,GA,6,1943
1215,"Coleman, Norm",R,Sen,-2033126000000.0,MN,3,1949
1216,"Dole, Elizabeth Hanford",R,Sen,-1149151000000.0,NC,3,1936
1217,"Graham, Lindsey O.",R,Sen,-1674607000000.0,SC,8,1955
1218,"Pryor, Mark",D,Sen,-2385257000000.0,AR,6,1963
1219,"Sununu, John E.",R,Sen,-1552891000000.0,NH,3,1964
1220,"Burr, Richard M.",R,Sen,-1871890000000.0,NC,7,1955
1221,"Coburn, Thomas Allen",R,Sen,-555663000000.0,OK,5,1948
1222,"Demint, James W.",R,Sen,0.0,SC,4,1951
1223,"Isakson, Johnny",R,Sen,-2229459000000.0,GA,7,1944
1224,"Martinez, Melquiades R. (Mel)",R,Sen,-2253081000000.0,FL,3,1946
1225,"Obama, Barack",D,Sen,-718607000000.0,IL,2,1961
1226,"Salazar, Kenneth Lee",D,Sen,-2016690000000.0,CO,3,1955
1227,"Thune, John",R,Sen,-2218011000000.0,SD,7,1961
1228,"Vitter, David",R,Sen,-2129666000000.0,LA,6,1961
1229,"Barrasso, John A.",R,Sen,-196928000000.0,WY,6,1952
1230,"Brown, Sherrod",D,Sen,-1579475000000.0,OH,6,1952
1231,"Cardin, Benjamin Louis",D,Sen,-1579936000000.0,MD,6,1943
1232,"Casey, Robert P. (Bob), Jr.",D,Sen,-1575775000000.0,PA,6,1960
1233,"Corker, Robert (Bob)",R,Sen,-429382000000.0,TN,6,1952
1234,"Klobuchar, Amy",D,Sen,-1575786000000.0,MN,6,1960
1235,"Mccaskill, Claire",D,Sen,0.0,MO,6,1953
1236,"Menendez, Robert",D,Sen,-1580380000000.0,NJ,6,1954
1237,"Sanders, Bernard",I,Sen,-1574800000000.0,VT,6,1941
1238,"Tester, Jon",D,Sen,-1575775000000.0,MT,6,1956
1239,"Webb, James H. (Jim)",D,Sen,-1444772000000.0,VA,3,1946
1240,"Whitehouse, Sheldon",D,Sen,-1579475000000.0,RI,6,1955
1241,"Begich, Mark",D,Sen,-319835000000.0,AK,3,1962
1242,"Bennet, Michael F.",D,Sen,-417018000000.0,CO,5,1964
1243,"Brown, Scott P.",R,Sen,-12010000000.0,MA,2,1959
1244,"Burris, Roland",D,Sen,-273540000000.0,IL,1,1937
1245,"Coons, Christopher A.",D,Sen,-143474000000.0,DE,5,1963
1246,"Franken, Al",D,Sen,-190023000000.0,MN,5,1951
1247,"Goodwin, Carte P.",D,Sen,0.0,WV,1,1974
1248,"Hagan, Kay",D,Sen,-308635000000.0,NC,3,1953
1249,"Johanns, Mike",R,Sen,-83790000000.0,NE,3,1950
1250,"Kaufman, Edward E. (Ted)",D,Sen,-273540000000.0,DE,1,1939
1251,"Kirk, Paul G., Jr.",D,Sen,-45600000000.0,MA,1,1938
1252,"Lemieux, George S.",R,Sen,0.0,FL,1,1969
1253,"Manchin, Joe, III",D,Sen,-143463000000.0,WV,5,1947
1254,"Merkley, Jeff",D,Sen,-417003000000.0,OR,5,1956
1255,"Risch, James",R,Sen,-109477000000.0,ID,5,1943
1256,"Shaheen, Jeanne",D,Sen,-417018000000.0,NH,5,1947
1257,"Udall, Mark",D,Sen,-319850000000.0,CO,3,1950
1258,"Udall, Thomas (Tom)",D,Sen,-420703000000.0,NM,5,1948
1259,"Warner, Mark",D,Sen,-417018000000.0,VA,5,1954
1260,"Wicker, Roger F.",R,Sen,-207918000000.0,MS,5,1951
1261,"Ayotte, Kelly",R,Sen,-143307000000.0,NH,3,1968
1262,"Blumenthal, Richard",D,Sen,-147163000000.0,CT,4,1946
1263,"Blunt, Roy",R,Sen,-51378000000.0,MO,4,1950
1264,"Boozman, John",R,Sen,-143478000000.0,AR,4,1950
1265,"Bordallo, Madeleine",D,Sen,0.0,GU,4,1933
1266,"Gillibrand, Kirsten",D,Sen,-147163000000.0,NY,4,1966
1267,"Hoeven, John",R,Sen,-143478000000.0,ND,4,1957
1268,"Johnson, Ron",R,Sen,-116683000000.0,WI,4,1955
1269,"Kirk, Mark Steven",R,Sen,-143113000000.0,IL,3,1959
1270,"Lee, Mike",R,Sen,-16283000000.0,UT,4,1971
1271,"Moran, Jerry",R,Sen,-39378000000.0,KS,4,1954
1272,"Paul, Rand",R,Sen,-50583000000.0,KY,4,1963
1273,"Portman, Robert Jones (Rob)",R,Sen,-143478000000.0,OH,4,1955
1274,"Rubio, Marco",R,Sen,-50583000000.0,FL,4,1971
1275,"Schatz, Brian Emanuel",D,Sen,-131468000000.0,HI,4,1972
1276,"Toomey, Patrick Joseph",R,Sen,-143137000000.0,PA,4,1961
1277,"Baldwin, Tammy",D,Sen,-135168000000.0,WI,3,1962
1278,"Boehner, John Andrew",R,Sen,0.0,US,1,1949
1279,"Booker, Cory Anthony",D,Sen,-43068000000.0,NJ,3,1969
1280,"Chiesa, Jeffrey Scott",R,Sen,3700000000.0,NJ,1,1965
1281,"Christensen, Donna Marie",D,Sen,0.0,VI,1,1945
1282,"Cowan, William (Mo)",D,Sen,0.0,MA,1,1969
1283,"Cruz, Rafael Edward (Ted)",R,Sen,-39368000000.0,TX,3,1970
1284,"Donnelly, Joe",D,Sen,-131468000000.0,IN,3,1955
1285,"Fischer, Debra (Deb)",R,Sen,-131468000000.0,NE,3,1951
1286,"Flake, Jeff",R,Sen,-39368000000.0,AZ,3,1962
1287,"Heinrich, Martin",D,Sen,-131468000000.0,NM,3,1971
1288,"Heitkamp, Mary Kathryn (Heidi)",D,Sen,-131468000000.0,ND,3,1955
1289,"Heller, Dean",R,Sen,-131468000000.0,NV,3,1960
1290,"Hirono, Mazie",D,Sen,-135168000000.0,HI,3,1947
1291,"Kaine, Timothy Michael (Tim)",D,Sen,-131468000000.0,VA,3,1958
1292,"King, Angus Stanley, Jr.",I,Sen,-131468000000.0,ME,3,1944
1293,"Murphy, Christopher",D,Sen,-43068000000.0,CT,3,1973
1294,"Scott, Tim",R,Sen,-39368000000.0,SC,3,1965
1295,"Walsh, John E.",D,Sen,-38000000000.0,MT,1,1960
1296,"Warren, Elizabeth",D,Sen,-43068000000.0,MA,3,1949
1297,"Capito, Shelley Moore",R,Sen,-97168000000.0,WV,2,1953
1298,"Cassidy, Bill",R,Sen,-97168000000.0,LA,2,1957
1299,"Cotton, Tom",R,Sen,-97168000000.0,AR,2,1977
1300,"Daines, Steve",R,Sen,-5068000000.0,MT,2,1962
1301,"Ernst, Joni",R,Sen,-97168000000.0,IA,2,1970
1302,"Gardner, Cory",R,Sen,-97168000000.0,CO,2,1974
1303,"Lankford, James",R,Sen,-97168000000.0,OK,2,1968
1304,"Markey, Edward John",D,Sen,-97168000000.0,MA,2,1946
1305,"Perdue, David Alfred, Jr.",R,Sen,-97168000000.0,GA,2,1949
1306,"Peters, Gary C.",D,Sen,-97168000000.0,MI,2,1958
1307,"Rounds, Marion Michael (Mike)",R,Sen,-97168000000.0,SD,2,1954
1308,"Sasse, Benjamin Eric",R,Sen,-5068000000.0,NE,2,1972
1309,"Sullivan, Daniel Scott",R,Sen,-92124000000.0,AK,2,1964
1310,"Tillis, Thomas Roland (Thom)",R,Sen,-97168000000.0,NC,2,1960
1311,"Cortez masto, Catherine Marie",D,Sen,0.0,NV,1,1964
1312,"Duckworth, Tammy",D,Sen,0.0,IL,1,1968
1313,"Harris, Kamala Devi",D,Sen,0.0,CA,1,1964
1314,"Hassan, Margaret Wood (Maggie)",D,Sen,0.0,NH,1,1958
1315,"Hyde-smith, Cindy",R,Sen,0.0,MS,1,1959
1316,"Jones, Gordon Douglas (Doug)",D,Sen,0.0,AL,1,1954
1317,"Kennedy, John Neely",R,Sen,0.0,LA,1,1951
1318,"Smith, Tina",D,Sen,0.0,MN,1,1958
1319,"Strange, Luther  Johnson, III",R,Sen,0.0,AL,1,1953
1320,"Van hollen, Christopher",D,Sen,0.0,MD,1,1959
1321,"Young, Todd",R,Sen,0.0,IN,1,1972
